cycle_id,is_synthetic,timestamp,ff_Q_VFD1_Temperature_mean,ff_Q_VFD1_Temperature_std,ff_Q_VFD1_Temperature_max,ff_Q_VFD2_Temperature_mean,ff_Q_VFD2_Temperature_std,ff_Q_VFD2_Temperature_max,ff_Q_VFD3_Temperature_mean,ff_Q_VFD3_Temperature_std,ff_Q_VFD3_Temperature_max,ff_Q_VFD4_Temperature_mean,ff_Q_VFD4_Temperature_std,ff_Q_VFD4_Temperature_max,ff_M_Conv1_Speed_mmps_mean,ff_M_Conv1_Speed_mmps_std,ff_M_Conv1_Speed_mmps_max,ff_M_Conv2_Speed_mmps_mean,ff_M_Conv2_Speed_mmps_std,ff_M_Conv2_Speed_mmps_max,ff_M_Conv3_Speed_mmps_mean,ff_M_Conv3_Speed_mmps_std,ff_M_Conv3_Speed_mmps_max,ff_M_Conv4_Speed_mmps_mean,ff_M_Conv4_Speed_mmps_std,ff_M_Conv4_Speed_mmps_max,ff_I_R01_Gripper_Pot_mean,ff_I_R01_Gripper_Pot_std,ff_I_R01_Gripper_Pot_max,ff_I_R01_Gripper_Load_mean,ff_I_R01_Gripper_Load_std,ff_I_R01_Gripper_Load_max,ff_I_R02_Gripper_Pot_mean,ff_I_R02_Gripper_Pot_std,ff_I_R02_Gripper_Pot_max,ff_I_R02_Gripper_Load_mean,ff_I_R02_Gripper_Load_std,ff_I_R02_Gripper_Load_max,ff_I_R03_Gripper_Pot_mean,ff_I_R03_Gripper_Pot_std,ff_I_R03_Gripper_Pot_max,ff_I_R03_Gripper_Load_mean,ff_I_R03_Gripper_Load_std,ff_I_R03_Gripper_Load_max,ff_I_R04_Gripper_Pot_mean,ff_I_R04_Gripper_Pot_std,ff_I_R04_Gripper_Pot_max,tool_wear,vibration_level,peak_operation_force,global_tool_wear_mean,global_tool_wear_std,energy_efficiency,predicted_material_waste,process_stability,overall_efficiency,quality_score
0,False,2023-12-11 16:03:03.372569,91.94801886607024,0.9443089588644378,93.13021850585938,86.37606307207528,0.5010373065584979,87.13028717041016,91.49471004938675,0.9144302843532688,92.63031768798828,91.81254965572033,0.9187574415679733,92.963134765625,111.0,0.0,111.0,83.0,0.0,83.0,111.0,0.0,111.0,111.0,0.0,111.0,11226.64406779661,93.62048550605004,11548.0,427.02542372881356,47.12022482359095,491.0,11668.330508474577,34.21926659904988,11735.0,1310.5254237288136,15.907699508887928,1339.0,2402.9830508474574,6.977354151442896,2424.0,1372.6864406779662,10.061094698847926,1398.0,12603.99152542373,1611.8783516259496,13449.0,61.0,0.37360849571472327,0.3137510148558524,108.66,39.25529897796965,0.975,0.2754510619643404,0.7245489380356596,0.7064352145847681,0.7796391504285277
1,False,2023-12-11 16:04:03.771580,91.3965935003562,0.5827623449751592,92.63021087646484,84.92127590492123,0.43046110273792065,85.63031005859375,90.96636037357518,0.5765565846402785,92.13031005859375,91.25124871926229,0.582303684732167,92.29296875,111.0,0.0,111.0,83.0,0.0,83.0,111.0,0.0,111.0,111.0,0.0,111.0,11218.081967213115,102.77831315799176,11607.0,440.327868852459,41.47117740975355,524.0,11671.22950819672,33.91744642004992,11756.0,1312.0081967213114,12.844586538027675,1345.0,2402.811475409836,8.360999551946813,2419.0,1375.1475409836066,10.422220485754385,1400.0,11657.393442622952,1939.9727294555007,13466.0,68.0,0.445571493411807,0.354434100330364,108.66,39.25529897796965,0.975,0.3106964366764759,0.689303563323524,0.6720709742404359,0.7514428506588193
2,False,2023-12-11 16:05:03.481582,89.55231801017386,0.5062420554700804,90.63018798828125,84.05649510367972,0.3785119824033453,85.13025665283203,89.21633235743788,0.48401870439309935,90.13027954101562,89.4078869428791,0.48881902535624183,90.271484375,111.0,0.0,111.0,95.85245901639344,14.010428306846357,111.0,111.0,0.0,111.0,111.0,0.0,111.0,10445.368852459016,2017.5058745224403,11556.0,435.4344262295082,51.36403663639981,504.0,10460.0,2902.304214252206,11753.0,1312.0409836065573,16.019305265000813,1344.0,2404.5,6.861378316103421,2424.0,1371.827868852459,11.945255721986445,1398.0,13039.83606557377,391.5528179786694,13516.0,76.0,0.4200991690406131,0.2927413192770867,108.66,39.25529897796965,0.975,0.3375123961300766,0.6624876038699234,0.6459254137731754,0.7299900830959387
3,False,2023-12-11 16:06:03.387647,87.99384572683287,0.45185005896715447,88.63021850585938,85.53106840779958,0.36297636397534433,86.1302490234375,87.6674326746917,0.4141586084065491,88.63025665283203,87.83351828835227,0.42047171856396814,88.568603515625,111.0,0.0,111.0,108.91735537190083,7.377428161696442,111.0,111.0,0.0,111.0,111.0,0.0,111.0,11229.413223140496,101.42794399814805,11635.0,430.58677685950414,61.36919278996148,625.0,8871.123966942148,3444.6310580627937,11743.0,1314.5123966942149,16.09819643235402,1357.0,7523.074380165289,4772.206165505442,12593.0,2124.5123966942147,1882.3162863685727,8458.0,13161.826446280991,77.05751939146394,13283.0,42.0,0.44428313757735294,0.32732225819728145,108.66,39.25529897796965,0.975,0.2130353921971691,0.786964607802831,0.7672904926077602,0.8295716862422647
4,False,2023-12-11 16:07:03.576348,88.38856188456218,1.1485985492925745,90.63023376464844,86.79274775187174,0.8100399601251317,87.63026428222656,88.04691556294759,1.1196163095020906,90.13027954101562,88.246337890625,1.1413918213444685,90.370361328125,111.0,0.0,111.0,83.0,0.0,83.0,111.0,0.0,111.0,111.0,0.0,111.0,11205.308333333332,92.25146450372065,11523.0,401.5416666666667,57.821501021610956,545.0,11658.566666666668,31.19920633911184,11730.0,1308.1,16.663954961472477,1354.0,3237.733333333333,2778.1058256861784,12472.0,1949.7916666666667,1947.4658901267778,8494.0,13212.433333333332,71.6932932101499,13585.0,65.0,0.45085803050777984,0.33073392931986917,108.66,39.25529897796965,0.975,0.3001072538134725,0.6998927461865275,0.6823954275318643,0.759914196949222
100,True,2023-12-11 16:04:03.771580,91.34884550983881,0.5827623449751592,92.58246288594744,84.94287560188312,0.43046110273792065,85.65190975555565,91.01523203347259,0.5765565846402785,92.17918171849115,91.2332053460977,0.582303684732167,92.27492537683537,111.0,0.0,111.0,83.0,0.0,83.0,111.0,0.0,111.0,111.0,0.0,111.0,11217.355554538675,102.77831315799176,11606.273587325564,438.2593390976157,41.47117740975355,521.9314702451567,11673.793127342708,33.91744642004992,11758.563619145987,1312.5429669288799,12.844586538027675,1345.5347702075685,2401.844411941577,8.360999551946813,2418.032936531741,1375.5520221419624,10.422220485754384,1400.4044811583562,11693.6429578267,1939.9727294555007,13502.249515203746,61.0,0.37360849571472327,0.3137510148558524,108.66,39.25529897796965,0.975,0.2754510619643404,0.7245489380356596,0.7064352145847681,0.7796391504285277
101,True,2023-12-11 16:04:03.771580,91.42761669073369,0.5827623449751591,92.66123406684237,84.91270368768213,0.43046110273792065,85.62173784135466,90.93835721030868,0.5765565846402784,92.10230689532722,91.24923438479458,0.582303684732167,92.2909544155323,111.0,0.0,111.0,83.0,0.0,83.0,111.0,0.0,111.0,111.0,0.0,111.0,11202.767695135,102.77831315799176,11591.685727921884,436.50446436322807,41.47117740975355,520.176595510769,11670.687105485586,33.91744642004992,11755.457597288865,1313.7920407175116,12.844586538027674,1346.7838439962,2402.4062145215844,8.360999551946811,2418.594739111749,1373.627915043403,10.422220485754384,1398.480374059797,11659.922933424312,1939.9727294555007,13468.529490801366,68.0,0.445571493411807,0.354434100330364,108.66,39.25529897796965,0.975,0.3106964366764759,0.689303563323524,0.6720709742404359,0.7514428506588193
102,True,2023-12-11 16:04:03.771580,91.35711657521834,0.5827623449751592,92.59073395132698,84.92682382260433,0.43046110273792065,85.63585797627687,90.97263045605945,0.5765565846402785,92.13658014107803,91.22588711150337,0.582303684732167,92.26760714224105,111.0,0.0,111.0,83.0,0.0,83.0,111.0,0.0,111.0,111.0,0.0,111.0,11233.541086999683,102.77831315799176,11622.459119786572,441.4849034636139,41.47117740975356,525.1570346111549,11667.881105664253,33.91744642004992,11752.65159746753,1313.7066114171494,12.844586538027674,1346.6984146958378,2402.9883333532575,8.360999551946811,2419.176857943422,1375.2758893590965,10.422220485754385,1400.12834837549,11957.075751719833,1939.9727294555007,13765.682309096881,76.0,0.4200991690406131,0.2927413192770867,108.66,39.25529897796965,0.975,0.3375123961300766,0.6624876038699234,0.6459254137731754,0.7299900830959387
103,True,2023-12-11 16:04:03.771580,91.37556061200867,0.5827623449751591,92.60917798811728,84.92195092793091,0.43046110273792065,85.63098508160341,90.88992677668554,0.5765565846402785,92.05387646170412,91.36450933982337,0.582303684732167,92.4062293705611,111.0,0.0,111.0,83.0,0.0,83.0,111.0,0.0,111.0,111.0,0.0,111.0,11217.288700069686,102.77831315799175,11606.206732856568,438.6004266157745,41.47117740975355,522.2725577633154,11665.33240575947,33.91744642004992,11750.102897562747,1312.7086550229465,12.844586538027674,1345.7004583016349,2401.22270767097,8.360999551946811,2417.4112322611345,1373.4208322064633,10.422220485754385,1398.2732912228566,11606.936911038429,1939.9727294555007,13415.54346841548,42.0,0.44428313757735294,0.32732225819728145,108.66,39.25529897796965,0.975,0.2130353921971691,0.786964607802831,0.7672904926077602,0.8295716862422647
104,True,2023-12-11 16:04:03.771580,91.4245949288553,0.5827623449751592,92.65821230496394,84.99408738581862,0.43046110273792065,85.70312153949114,91.02212732623124,0.5765565846402785,92.1860770112498,91.33240461003815,0.582303684732167,92.37412464077589,111.0,0.0,111.0,83.0,0.0,83.0,111.0,0.0,111.0,111.0,0.0,111.0,11238.911891495445,102.77831315799176,11627.82992428233,440.4506873909962,41.47117740975355,524.1228185385371,11667.726565721008,33.91744642004992,11752.497057524286,1312.582858431624,12.844586538027675,1345.5746617103125,2402.7130896218873,8.360999551946813,2418.9016142120513,1374.1689209311166,10.422220485754384,1399.0213799475105,11486.552864348692,1939.9727294555007,13295.159421725743,65.0,0.45085803050777984,0.33073392931986917,108.66,39.25529897796965,0.975,0.3001072538134725,0.6998927461865275,0.6823954275318643,0.759914196949222
